id,name,slug,description,,,,,,,,,owner_id,category_id,custom_attributes,,,,,,,,,,,place_id,created_by,,,peekaboo_id
14571,Owais Medicos & General Store,owais-medicos-general-store,Medical and General Store in Karachi,,,,,,,,,,,"{""peekaboo_slug"": ""owais-medicos--general-store"", ""peekaboo_tags"": [{""tag"": ""Pharmacy"", ""cover"": null, ""image"": ""https://d2liqplnt17rh6.cloudfront.net/tagImages/f24d6b82-43c5-4024-a295-082dbe1c03a0-532.png"", ""tagId"": 196}], ""peekaboo_rating"": 0, ""peekaboo_package"": ""PREMIUM"", ""peekaboo_timings"": ""11:00:00-23:59:00"", ""peekaboo_logo_url"": ""https://d2liqplnt17rh6.cloudfront.net/logoImages/logo2_2d5f4ff3-4dc7-4706-a6d5-fd4e57242bc3-101.jpeg"", ""peekaboo_last_sync"": ""2026-05-06T15:31:51.217Z""}",,,,,,,,,,,,,,,64112
14572,Prince Medical and General Store Karachi,prince-medical-and-general-store-karachi,Medical and General Store in Karachi,,,,,,,,,,,"{""peekaboo_slug"": ""prince-medical-and-general-store-karachi"", ""peekaboo_tags"": [{""tag"": ""Pharmacy"", ""cover"": null, ""image"": ""https://d2liqplnt17rh6.cloudfront.net/tagImages/f24d6b82-43c5-4024-a295-082dbe1c03a0-532.png"", ""tagId"": 196}], ""peekaboo_rating"": 0, ""peekaboo_package"": ""PREMIUM"", ""peekaboo_timings"": ""11:00:00-23:59:00"", ""peekaboo_logo_url"": ""https://d2liqplnt17rh6.cloudfront.net/logoImages/logo2_5da1ccf0-bff1-4d20-a117-b8e4ce75d77f-269.jpeg"", ""peekaboo_last_sync"": ""2026-05-06T15:31:51.472Z""}",,,,,,,,,,,,,,,64117
14573,Uzma Medical and General Store,uzma-medical-and-general-store,Medical and General Store in Karachi,,,,,,,,,,,"{""peekaboo_slug"": ""uzma-medical-and-general-store-"", ""peekaboo_tags"": [{""tag"": ""Pharmacy"", ""cover"": null, ""image"": ""https://d2liqplnt17rh6.cloudfront.net/tagImages/f24d6b82-43c5-4024-a295-082dbe1c03a0-532.png"", ""tagId"": 196}], ""peekaboo_rating"": 0, ""peekaboo_package"": ""PREMIUM"", ""peekaboo_timings"": ""11:00:00-23:00:00"", ""peekaboo_logo_url"": ""https://d2liqplnt17rh6.cloudfront.net/logoImages/logo2_733ebd91-f5d8-4c82-958e-8a7ec10f4a99-533.jpeg"", ""peekaboo_last_sync"": ""2026-05-06T15:31:51.648Z""}",,,,,,,,,,,,,,,64134
14574,Medical Shop,medical-shop,Medical Store In Karachi,,,,,,,,,,,"{""peekaboo_slug"": ""medical-shop"", ""peekaboo_tags"": [{""tag"": ""Pharmacy"", ""cover"": null, ""image"": ""https://d2liqplnt17rh6.cloudfront.net/tagImages/f24d6b82-43c5-4024-a295-082dbe1c03a0-532.png"", ""tagId"": 196}], ""peekaboo_rating"": 0, ""peekaboo_package"": ""PREMIUM"", ""peekaboo_timings"": ""10:00:00-23:59:00"", ""peekaboo_logo_url"": ""https://d2liqplnt17rh6.cloudfront.net/logoImages/logo2_d7d86ae3-73d0-41cd-90da-a353ec4eae5d-276.jpeg"", ""peekaboo_last_sync"": ""2026-05-06T15:31:51.935Z""}",,,,,,,,,,,,,,,64145
14575,Rashid Medical Store Karachi,rashid-medical-store-karachi,Medical Store In Karachi,,,,,,,,,,,"{""peekaboo_slug"": ""rashid-medical-store-karachi-"", ""peekaboo_tags"": [{""tag"": ""Pharmacy"", ""cover"": null, ""image"": ""https://d2liqplnt17rh6.cloudfront.net/tagImages/f24d6b82-43c5-4024-a295-082dbe1c03a0-532.png"", ""tagId"": 196}], ""peekaboo_rating"": 0, ""peekaboo_package"": ""PREMIUM"", ""peekaboo_timings"": ""08:00:00-23:00:00"", ""peekaboo_logo_url"": ""https://d2liqplnt17rh6.cloudfront.net/logoImages/logo2_5e6e04a1-2997-4335-aba1-4ca86df8a318-703.jpeg"", ""peekaboo_last_sync"": ""2026-05-06T15:31:52.198Z""}",,,,,,,,,,,,,,,64154
14576,Siddique Medicose and General Store,siddique-medicose-and-general-store,Medical and General Store in Karachi,,,,,,,,,,,"{""peekaboo_slug"": ""siddique-medicose-and-general-store"", ""peekaboo_tags"": [{""tag"": ""Pharmacy"", ""cover"": null, ""image"": ""https://d2liqplnt17rh6.cloudfront.net/tagImages/f24d6b82-43c5-4024-a295-082dbe1c03a0-532.png"", ""tagId"": 196}], ""peekaboo_rating"": 0, ""peekaboo_package"": ""PREMIUM"", ""peekaboo_timings"": ""11:00:00-23:00:00"", ""peekaboo_logo_url"": ""https://d2liqplnt17rh6.cloudfront.net/logoImages/logo2_445aa5fb-9423-45d0-ad23-6bdadf3b11ad-800.jpeg"", ""peekaboo_last_sync"": ""2026-05-06T15:32:01.928Z""}",,,,,,,,,,,,,,,64171
14577,Pak Balochistan Medical Store,pak-balochistan-medical-store,Medical Store In Karachi,,,,,,,,,,,"{""peekaboo_slug"": ""pak-balochistan-medical-store"", ""peekaboo_tags"": [{""tag"": ""Pharmacy"", ""cover"": null, ""image"": ""https://d2liqplnt17rh6.cloudfront.net/tagImages/f24d6b82-43c5-4024-a295-082dbe1c03a0-532.png"", ""tagId"": 196}], ""peekaboo_rating"": 0, ""peekaboo_package"": ""PREMIUM"", ""peekaboo_timings"": ""10:00:00-23:00:00"", ""peekaboo_logo_url"": ""https://d2liqplnt17rh6.cloudfront.net/logoImages/logo2_b8d7d1c2-bf0d-4c6b-aa3b-18441790972b-318.jpeg"", ""peekaboo_last_sync"": ""2026-05-06T15:32:02.299Z""}",,,,,,,,,,,,,,,64250
14578,Mehar Impex,mehar-impex,Homeopathic Store in Karachi,,,,,,,,,,,"{""peekaboo_slug"": ""mehar-impex"", ""peekaboo_tags"": [{""tag"": ""Pharmacy"", ""cover"": null, ""image"": ""https://d2liqplnt17rh6.cloudfront.net/tagImages/f24d6b82-43c5-4024-a295-082dbe1c03a0-532.png"", ""tagId"": 196}], ""peekaboo_rating"": 0, ""peekaboo_package"": ""PREMIUM"", ""peekaboo_timings"": null, ""peekaboo_logo_url"": ""https://d2liqplnt17rh6.cloudfront.net/logoImages/logo2_9d2a8b66-a233-413f-ba27-686c735f1a42-343.jpeg"", ""peekaboo_last_sync"": ""2026-05-06T15:32:02.451Z""}",,,,,,,,,,,,,,,64265
14579,Sufi Homeo Store,sufi-homeo-store,Homeopathic Store in Karachi,,,,,,,,,,,"{""peekaboo_slug"": ""sufi-homeo-store"", ""peekaboo_tags"": [{""tag"": ""Pharmacy"", ""cover"": null, ""image"": ""https://d2liqplnt17rh6.cloudfront.net/tagImages/f24d6b82-43c5-4024-a295-082dbe1c03a0-532.png"", ""tagId"": 196}], ""peekaboo_rating"": 0, ""peekaboo_package"": ""PREMIUM"", ""peekaboo_timings"": null, ""peekaboo_logo_url"": ""https://d2liqplnt17rh6.cloudfront.net/logoImages/logo2_805681c8-362c-4c75-b9b4-5e3b0cec7122-19.jpeg"", ""peekaboo_last_sync"": ""2026-05-06T15:32:02.813Z""}",,,,,,,,,,,,,,,64270
14580,New Imran Homeopathic Pharmacy,new-imran-homeopathic-pharmacy,Homeopathic Pharmacy in Karachi,,,,,,,,,,,"{""peekaboo_slug"": ""new-imran-homeopathic-pharmacy"", ""peekaboo_tags"": [{""tag"": ""Pharmacy"", ""cover"": null, ""image"": ""https://d2liqplnt17rh6.cloudfront.net/tagImages/f24d6b82-43c5-4024-a295-082dbe1c03a0-532.png"", ""tagId"": 196}], ""peekaboo_rating"": 0, ""peekaboo_package"": ""PREMIUM"", ""peekaboo_timings"": ""10:00:00-23:00:00"", ""peekaboo_logo_url"": ""https://d2liqplnt17rh6.cloudfront.net/logoImages/logo2_a12b57c2-85e1-4464-a0ba-1188b9765c1c-410.jpeg"", ""peekaboo_last_sync"": ""2026-05-06T15:32:02.933Z""}",,,,,,,,,,,,,,,64337
14581,Mubarak Medicos Karachi,mubarak-medicos-karachi,Medical Store In Karachi,,,,,,,,,,,"{""peekaboo_slug"": ""mubarak-medicos-karachi-"", ""peekaboo_tags"": [{""tag"": ""Pharmacy"", ""cover"": null, ""image"": ""https://d2liqplnt17rh6.cloudfront.net/tagImages/f24d6b82-43c5-4024-a295-082dbe1c03a0-532.png"", ""tagId"": 196}], ""peekaboo_rating"": 0, ""peekaboo_package"": ""PREMIUM"", ""peekaboo_timings"": ""08:30:00-22:30:00"", ""peekaboo_logo_url"": ""https://d2liqplnt17rh6.cloudfront.net/logoImages/logo2_eed6d663-d02e-4acf-8d14-7e288d125e90-569.jpeg"", ""peekaboo_last_sync"": ""2026-05-06T15:32:13.019Z""}",,,,,,,,,,,,,,,64411
14582,New Faisal Medical,new-faisal-medical,Medical Store In Karachi,,,,,,,,,,,"{""peekaboo_slug"": ""new-faisal-medical"", ""peekaboo_tags"": [{""tag"": ""Pharmacy"", ""cover"": null, ""image"": ""https://d2liqplnt17rh6.cloudfront.net/tagImages/f24d6b82-43c5-4024-a295-082dbe1c03a0-532.png"", ""tagId"": 196}], ""peekaboo_rating"": 0, ""peekaboo_package"": ""PREMIUM"", ""peekaboo_timings"": ""10:00:00-22:30:00"", ""peekaboo_logo_url"": ""https://d2liqplnt17rh6.cloudfront.net/logoImages/logo2_85243a17-3ac8-46ec-a158-e0d6af460c6f-338.jpeg"", ""peekaboo_last_sync"": ""2026-05-06T15:32:13.402Z""}",,,,,,,,,,,,,,,64417
14583,Yousuf Medical & General Store,yousuf-medical-general-store,Medical and General Store in Karachi,,,,,,,,,,,"{""peekaboo_slug"": ""yousuf-medical--general-store"", ""peekaboo_tags"": [{""tag"": ""Pharmacy"", ""cover"": null, ""image"": ""https://d2liqplnt17rh6.cloudfront.net/tagImages/f24d6b82-43c5-4024-a295-082dbe1c03a0-532.png"", ""tagId"": 196}], ""peekaboo_rating"": 0, ""peekaboo_package"": ""PREMIUM"", ""peekaboo_timings"": ""12:00:00-23:59:00"", ""peekaboo_logo_url"": ""https://d2liqplnt17rh6.cloudfront.net/logoImages/logo2_f8f46bec-5ebd-4428-b922-3d72785c29cc-340.jpeg"", ""peekaboo_last_sync"": ""2026-05-06T15:32:13.892Z""}",,,,,,,,,,,,,,,62992
14584,Time Homeo Pharmacy,time-homeo-pharmacy,Homeopathic Pharmacy in Karachi,,,,,,,,,,,"{""peekaboo_slug"": ""time-homeo-pharmacy"", ""peekaboo_tags"": [{""tag"": ""Pharmacy"", ""cover"": null, ""image"": ""https://d2liqplnt17rh6.cloudfront.net/tagImages/f24d6b82-43c5-4024-a295-082dbe1c03a0-532.png"", ""tagId"": 196}], ""peekaboo_rating"": 0, ""peekaboo_package"": ""PREMIUM"", ""peekaboo_timings"": null, ""peekaboo_logo_url"": ""https://d2liqplnt17rh6.cloudfront.net/logoImages/logo2_dba54f94-895e-4b05-a42f-8289a582fcc7-908.jpeg"", ""peekaboo_last_sync"": ""2026-05-06T15:32:13.484Z""}",,,,,,,,,,,,,,,64439
14585,Nisar Medical Store Karachi,nisar-medical-store-karachi,Medical Store In Karachi,,,,,,,,,,,"{""peekaboo_slug"": ""nisar-medical-store-karachi"", ""peekaboo_tags"": [{""tag"": ""Pharmacy"", ""cover"": null, ""image"": ""https://d2liqplnt17rh6.cloudfront.net/tagImages/f24d6b82-43c5-4024-a295-082dbe1c03a0-532.png"", ""tagId"": 196}], ""peekaboo_rating"": 0, ""peekaboo_package"": ""PREMIUM"", ""peekaboo_timings"": ""10:00:00-23:30:00"", ""peekaboo_logo_url"": ""https://d2liqplnt17rh6.cloudfront.net/logoImages/logo2_7c6418e3-0ac5-4715-a18c-94dcab70affd-605.jpeg"", ""peekaboo_last_sync"": ""2026-05-06T15:32:13.982Z""}",,,,,,,,,,,,,,,63009
14586,Mumtaz Medicos Karachi,mumtaz-medicos-karachi,Medical Store In Karachi,,,,,,,,,,,"{""peekaboo_slug"": ""mumtaz-medicos-karachi-"", ""peekaboo_tags"": [{""tag"": ""Pharmacy"", ""cover"": null, ""image"": ""https://d2liqplnt17rh6.cloudfront.net/tagImages/f24d6b82-43c5-4024-a295-082dbe1c03a0-532.png"", ""tagId"": 196}], ""peekaboo_rating"": 0, ""peekaboo_package"": ""PREMIUM"", ""peekaboo_timings"": ""11:00:00-23:59:00"", ""peekaboo_logo_url"": ""https://d2liqplnt17rh6.cloudfront.net/logoImages/logo2_567e2fb0-d966-4c13-aab0-5dbcceb87143-779.jpeg"", ""peekaboo_last_sync"": ""2026-05-06T15:32:24.384Z""}",,,,,,,,,,,,,,,63076
14587,Umer Medical Store Karachi,umer-medical-store-karachi,Medical Store In Karachi,,,,,,,,,,,"{""peekaboo_slug"": ""umer-medical-store-karachi-"", ""peekaboo_tags"": [{""tag"": ""Pharmacy"", ""cover"": null, ""image"": ""https://d2liqplnt17rh6.cloudfront.net/tagImages/f24d6b82-43c5-4024-a295-082dbe1c03a0-532.png"", ""tagId"": 196}], ""peekaboo_rating"": 0, ""peekaboo_package"": ""PREMIUM"", ""peekaboo_timings"": ""11:00:00-23:59:00"", ""peekaboo_logo_url"": ""https://d2liqplnt17rh6.cloudfront.net/logoImages/logo2_332a270d-0efd-4ce0-ae3f-952cf5831979-590.jpeg"", ""peekaboo_last_sync"": ""2026-05-06T15:32:24.740Z""}",,,,,,,,,,,,,,,63077
14588,Salman Medical Store,salman-medical-store,Medical Store In Karachi,,,,,,,,,,,"{""peekaboo_slug"": ""salman-medical-store"", ""peekaboo_tags"": [{""tag"": ""Pharmacy"", ""cover"": null, ""image"": ""https://d2liqplnt17rh6.cloudfront.net/tagImages/f24d6b82-43c5-4024-a295-082dbe1c03a0-532.png"", ""tagId"": 196}], ""peekaboo_rating"": 0, ""peekaboo_package"": ""PREMIUM"", ""peekaboo_timings"": null, ""peekaboo_logo_url"": ""https://d2liqplnt17rh6.cloudfront.net/logoImages/logo2_e0357be9-6817-4d6d-bf0c-3d03103807b7-147.jpeg"", ""peekaboo_last_sync"": ""2026-05-06T15:32:24.947Z""}",,,,,,,,,,,,,,,63081
14589,Zafa Medicos,zafa-medicos,Medical Store In Karachi,,,,,,,,,,,"{""peekaboo_slug"": ""zafa-medicos"", ""peekaboo_tags"": [{""tag"": ""Pharmacy"", ""cover"": null, ""image"": ""https://d2liqplnt17rh6.cloudfront.net/tagImages/f24d6b82-43c5-4024-a295-082dbe1c03a0-532.png"", ""tagId"": 196}], ""peekaboo_rating"": 0, ""peekaboo_package"": ""PREMIUM"", ""peekaboo_timings"": ""10:00:00-23:00:00"", ""peekaboo_logo_url"": ""https://d2liqplnt17rh6.cloudfront.net/logoImages/logo2_be58870c-38bd-4e01-8a0d-633f987ce39d-707.jpeg"", ""peekaboo_last_sync"": ""2026-05-06T15:32:25.256Z""}",,,,,,,,,,,,,,,63093
14590,Saad Medical & General Store,saad-medical-general-store,Medical and General Store in Karachi,,,,,,,,,,,"{""peekaboo_slug"": ""saad-medical--general-store"", ""peekaboo_tags"": [{""tag"": ""Pharmacy"", ""cover"": null, ""image"": ""https://d2liqplnt17rh6.cloudfront.net/tagImages/f24d6b82-43c5-4024-a295-082dbe1c03a0-532.png"", ""tagId"": 196}], ""peekaboo_rating"": 0, ""peekaboo_package"": ""PREMIUM"", ""peekaboo_timings"": ""10:00:00-23:00:00"", ""peekaboo_logo_url"": ""https://d2liqplnt17rh6.cloudfront.net/logoImages/logo2_fe1f75b7-848e-4f42-84f3-3fb1c826decc-541.jpeg"", ""peekaboo_last_sync"": ""2026-05-06T15:32:25.407Z""}",,,,,,,,,,,,,,,63096
14591,Sana Medical Store Karachi,sana-medical-store-karachi,Medical Store In Karachi,,,,,,,,,,,"{""peekaboo_slug"": ""sana-medical-store-karachi-"", ""peekaboo_tags"": [{""tag"": ""Pharmacy"", ""cover"": null, ""image"": ""https://d2liqplnt17rh6.cloudfront.net/tagImages/f24d6b82-43c5-4024-a295-082dbe1c03a0-532.png"", ""tagId"": 196}], ""peekaboo_rating"": 0, ""peekaboo_package"": ""PREMIUM"", ""peekaboo_timings"": ""10:00:00-23:30:00"", ""peekaboo_logo_url"": ""https://d2liqplnt17rh6.cloudfront.net/logoImages/logo2_5aeb57be-518a-43a4-b094-a283b969ec8e-527.jpeg"", ""peekaboo_last_sync"": ""2026-05-06T15:32:35.092Z""}",,,,,,,,,,,,,,,63098
14592,Mohsin Medical,mohsin-medical,Medical Store In Karachi,,,,,,,,,,,"{""peekaboo_slug"": ""mohsin-medical"", ""peekaboo_tags"": [{""tag"": ""Pharmacy"", ""cover"": null, ""image"": ""https://d2liqplnt17rh6.cloudfront.net/tagImages/f24d6b82-43c5-4024-a295-082dbe1c03a0-532.png"", ""tagId"": 196}], ""peekaboo_rating"": 0, ""peekaboo_package"": ""PREMIUM"", ""peekaboo_timings"": ""10:00:00-23:30:00"", ""peekaboo_logo_url"": ""https://d2liqplnt17rh6.cloudfront.net/logoImages/logo2_7c03d6fd-1d9a-499b-93f9-137d9ca94d17-720.jpeg"", ""peekaboo_last_sync"": ""2026-05-06T15:32:35.443Z""}",,,,,,,,,,,,,,,63101
14593,VIP Medicos,vip-medicos,Medical Store In Karachi,,,,,,,,,,,"{""peekaboo_slug"": ""vip-medicos"", ""peekaboo_tags"": [{""tag"": ""Pharmacy"", ""cover"": null, ""image"": ""https://d2liqplnt17rh6.cloudfront.net/tagImages/f24d6b82-43c5-4024-a295-082dbe1c03a0-532.png"", ""tagId"": 196}], ""peekaboo_rating"": 0, ""peekaboo_package"": ""PREMIUM"", ""peekaboo_timings"": ""10:00:00-23:00:00"", ""peekaboo_logo_url"": ""https://d2liqplnt17rh6.cloudfront.net/logoImages/logo2_fb8f97c7-b291-4fe8-8e4a-2f5272520649-381.jpeg"", ""peekaboo_last_sync"": ""2026-05-06T15:32:35.571Z""}",,,,,,,,,,,,,,,63102
14594,Rizwan Medical Store,rizwan-medical-store,Medical Store In Karachi,,,,,,,,,,,"{""peekaboo_slug"": ""rizwan-medical-store"", ""peekaboo_tags"": [{""tag"": ""Pharmacy"", ""cover"": null, ""image"": ""https://d2liqplnt17rh6.cloudfront.net/tagImages/f24d6b82-43c5-4024-a295-082dbe1c03a0-532.png"", ""tagId"": 196}], ""peekaboo_rating"": 0, ""peekaboo_package"": ""PREMIUM"", ""peekaboo_timings"": ""10:00:00-23:00:00"", ""peekaboo_logo_url"": ""https://d2liqplnt17rh6.cloudfront.net/logoImages/logo2_12179fde-5c73-4128-b06f-70e3ffd3f30d-604.jpeg"", ""peekaboo_last_sync"": ""2026-05-06T15:32:35.923Z""}",,,,,,,,,,,,,,,63109
14595,Pak Medical,pak-medical,Medical Store In Karachi,,,,,,,,,,,"{""peekaboo_slug"": ""pak-medical"", ""peekaboo_tags"": [{""tag"": ""Pharmacy"", ""cover"": null, ""image"": ""https://d2liqplnt17rh6.cloudfront.net/tagImages/f24d6b82-43c5-4024-a295-082dbe1c03a0-532.png"", ""tagId"": 196}], ""peekaboo_rating"": 0, ""peekaboo_package"": ""PREMIUM"", ""peekaboo_timings"": ""10:00:00-23:00:00"", ""peekaboo_logo_url"": ""https://d2liqplnt17rh6.cloudfront.net/logoImages/logo2_9891d936-b791-4a1a-a02d-a412904c2d01-93.jpeg"", ""peekaboo_last_sync"": ""2026-05-06T15:32:36.027Z""}",,,,,,,,,,,,,,,63115
14596,Moiz Medical and General Store,moiz-medical-and-general-store,Medical and General Store in Karachi,,,,,,,,,,,"{""peekaboo_slug"": ""moiz-medical-and-general-store"", ""peekaboo_tags"": [{""tag"": ""Pharmacy"", ""cover"": null, ""image"": ""https://d2liqplnt17rh6.cloudfront.net/tagImages/f24d6b82-43c5-4024-a295-082dbe1c03a0-532.png"", ""tagId"": 196}], ""peekaboo_rating"": 0, ""peekaboo_package"": ""PREMIUM"", ""peekaboo_timings"": ""10:00:00-23:59:00"", ""peekaboo_logo_url"": ""https://d2liqplnt17rh6.cloudfront.net/logoImages/logo2_09b7a914-bd46-41d8-909e-a44a130d105b-490.jpeg"", ""peekaboo_last_sync"": ""2026-05-06T15:32:46.021Z""}",,,,,,,,,,,,,,,63175
14597,Super Medical Store,super-medical-store,Medical Store In Karachi,,,,,,,,,,,"{""peekaboo_slug"": ""super-medical-store-"", ""peekaboo_tags"": [{""tag"": ""Pharmacy"", ""cover"": null, ""image"": ""https://d2liqplnt17rh6.cloudfront.net/tagImages/f24d6b82-43c5-4024-a295-082dbe1c03a0-532.png"", ""tagId"": 196}], ""peekaboo_rating"": 0, ""peekaboo_package"": ""PREMIUM"", ""peekaboo_timings"": ""11:00:00-23:00:00"", ""peekaboo_logo_url"": ""https://d2liqplnt17rh6.cloudfront.net/logoImages/logo2_2bc9b8ee-6376-43a7-80f9-03cdc90f649f-797.jpeg"", ""peekaboo_last_sync"": ""2026-05-06T15:32:46.486Z""}",,,,,,,,,,,,,,,63124
14598,Qaiser Medical & General Store,qaiser-medical-general-store,General Store in Karachi,,,,,,,,,,,"{""peekaboo_slug"": ""qaiser-medical--general-store"", ""peekaboo_tags"": [{""tag"": ""Pharmacy"", ""cover"": null, ""image"": ""https://d2liqplnt17rh6.cloudfront.net/tagImages/f24d6b82-43c5-4024-a295-082dbe1c03a0-532.png"", ""tagId"": 196}], ""peekaboo_rating"": 0, ""peekaboo_package"": ""PREMIUM"", ""peekaboo_timings"": ""09:30:00-23:59:00"", ""peekaboo_logo_url"": ""https://d2liqplnt17rh6.cloudfront.net/logoImages/Logo_6617d58a-e5dc-4735-a133-9bc8d6476571-940.jpeg"", ""peekaboo_last_sync"": ""2026-05-06T15:32:46.634Z""}",,,,,,,,,,,,,,,63182
14599,Shoaib Brothers Medical Store,shoaib-brothers-medical-store,Medical Store In Karachi,,,,,,,,,,,"{""peekaboo_slug"": ""shoaib-brothers-medical-store"", ""peekaboo_tags"": [{""tag"": ""Pharmacy"", ""cover"": null, ""image"": ""https://d2liqplnt17rh6.cloudfront.net/tagImages/f24d6b82-43c5-4024-a295-082dbe1c03a0-532.png"", ""tagId"": 196}], ""peekaboo_rating"": 0, ""peekaboo_package"": ""PREMIUM"", ""peekaboo_timings"": null, ""peekaboo_logo_url"": ""https://d2liqplnt17rh6.cloudfront.net/logoImages/logo2_d5cda35a-3bd1-45b9-be6a-1d26959ece6c-998.jpeg"", ""peekaboo_last_sync"": ""2026-05-06T15:32:46.797Z""}",,,,,,,,,,,,,,,63125
14600,Sultan Medical Store,sultan-medical-store,Medical Store In Karachi,,,,,,,,,,,"{""peekaboo_slug"": ""sultan-medical-store"", ""peekaboo_tags"": [{""tag"": ""Pharmacy"", ""cover"": null, ""image"": ""https://d2liqplnt17rh6.cloudfront.net/tagImages/f24d6b82-43c5-4024-a295-082dbe1c03a0-532.png"", ""tagId"": 196}], ""peekaboo_rating"": 0, ""peekaboo_package"": ""PREMIUM"", ""peekaboo_timings"": ""10:00:00-23:59:00"", ""peekaboo_logo_url"": ""https://d2liqplnt17rh6.cloudfront.net/logoImages/logo2_5eb37892-781a-4773-a6f3-4965eae27803-516.jpeg"", ""peekaboo_last_sync"": ""2026-05-06T15:32:47.026Z""}",,,,,,,,,,,,,,,63160
14601,Taha Medicos,taha-medicos,Medical Store In Karachi,,,,,,,,,,,"{""peekaboo_slug"": ""taha-medicos"", ""peekaboo_tags"": [{""tag"": ""Pharmacy"", ""cover"": null, ""image"": ""https://d2liqplnt17rh6.cloudfront.net/tagImages/f24d6b82-43c5-4024-a295-082dbe1c03a0-532.png"", ""tagId"": 196}], ""peekaboo_rating"": 0, ""peekaboo_package"": ""PREMIUM"", ""peekaboo_timings"": ""10:00:00-23:59:00"", ""peekaboo_logo_url"": ""https://d2liqplnt17rh6.cloudfront.net/logoImages/logo2_87ec043c-f5f8-40d4-8987-f7f75ad4f7a2-380.jpeg"", ""peekaboo_last_sync"": ""2026-05-06T15:32:57.093Z""}",,,,,,,,,,,,,,,63231
14602,Qadri Medical & General Store,qadri-medical-general-store,Medical and General Store in Karachi,,,,,,,,,,,"{""peekaboo_slug"": ""qadri-medical--general-store"", ""peekaboo_tags"": [{""tag"": ""Pharmacy"", ""cover"": null, ""image"": ""https://d2liqplnt17rh6.cloudfront.net/tagImages/f24d6b82-43c5-4024-a295-082dbe1c03a0-532.png"", ""tagId"": 196}], ""peekaboo_rating"": 0, ""peekaboo_package"": ""PREMIUM"", ""peekaboo_timings"": ""10:00:00-23:59:00"", ""peekaboo_logo_url"": ""https://d2liqplnt17rh6.cloudfront.net/logoImages/logo2_78e1bd53-7dc7-4b35-9c5f-94c752dcb4c6-71.jpeg"", ""peekaboo_last_sync"": ""2026-05-06T15:32:57.413Z""}",,,,,,,,,,,,,,,63255
14603,Welcome Store and Pharmacy,welcome-store-and-pharmacy,Medical and General Store in Karachi,,,,,,,,,,,"{""peekaboo_slug"": ""welcome-store-and-pharmacy-"", ""peekaboo_tags"": [{""tag"": ""Pharmacy"", ""cover"": null, ""image"": ""https://d2liqplnt17rh6.cloudfront.net/tagImages/f24d6b82-43c5-4024-a295-082dbe1c03a0-532.png"", ""tagId"": 196}], ""peekaboo_rating"": 0, ""peekaboo_package"": ""PREMIUM"", ""peekaboo_timings"": ""10:00:00-23:00:00"", ""peekaboo_logo_url"": ""https://d2liqplnt17rh6.cloudfront.net/logoImages/logo2_c85aa232-a422-4f42-8ea8-c158d144f4a1-370.jpeg"", ""peekaboo_last_sync"": ""2026-05-06T15:32:57.624Z""}",,,,,,,,,,,,,,,63266
14604,Noor Medical Store - Karachi,noor-medical-store-karachi,Medical Store In Karachi,,,,,,,,,,,"{""peekaboo_slug"": ""noor-medical-store---karachi"", ""peekaboo_tags"": [{""tag"": ""Pharmacy"", ""cover"": null, ""image"": ""https://d2liqplnt17rh6.cloudfront.net/tagImages/f24d6b82-43c5-4024-a295-082dbe1c03a0-532.png"", ""tagId"": 196}], ""peekaboo_rating"": 0, ""peekaboo_package"": ""PREMIUM"", ""peekaboo_timings"": ""10:00:00-23:59:00"", ""peekaboo_logo_url"": ""https://d2liqplnt17rh6.cloudfront.net/logoImages/logo2_b7f56237-7c73-4506-8edb-0b06bb5ebd88-101.jpeg"", ""peekaboo_last_sync"": ""2026-05-06T15:32:57.868Z""}",,,,,,,,,,,,,,,63270
14605,Tariq Medical Store Karachi,tariq-medical-store-karachi,Medical Store In Karachi,,,,,,,,,,,"{""peekaboo_slug"": ""tariq-medical-store-karachi-"", ""peekaboo_tags"": [{""tag"": ""Pharmacy"", ""cover"": null, ""image"": ""https://d2liqplnt17rh6.cloudfront.net/tagImages/f24d6b82-43c5-4024-a295-082dbe1c03a0-532.png"", ""tagId"": 196}], ""peekaboo_rating"": 0, ""peekaboo_package"": ""PREMIUM"", ""peekaboo_timings"": ""11:00:00-22:00:00"", ""peekaboo_logo_url"": ""https://d2liqplnt17rh6.cloudfront.net/logoImages/logo2_0640b8a9-7671-46f8-a902-d2a0d51814ce-50.jpeg"", ""peekaboo_last_sync"": ""2026-05-06T15:32:58.034Z""}",,,,,,,,,,,,,,,63271
